2,2.5723,9.4155,1.8068,0.10877,1.4645,0.73166,0.53623,0.74603,1.2039,39919,1
2,2.5602,9.452,1.8064,-0.0049126,1.495,0.5388,0.56315,0.78571,1.2127,39939,1
2,2.596,9.5125,1.768,0.21995,1.251,0.015472,0.5528,0.7619,1.2105,39958,1
2,2.608,9.4761,1.7684,-0.048958,1.0374,-0.094585,0.55694,0.75,1.2061,39978,1
2,2.6564,9.4402,1.7797,0.10258,0.79329,-0.36207,0.56729,0.77183,1.2061,39997,1
2,2.6447,9.4164,1.8167,0.032261,1.0679,-0.74024,0.56729,0.79167,1.2215,40036,1
2,2.6568,9.4412,1.8279,0.62257,1.3425,-0.24879,0.55694,0.74206,1.1952,40056,1
2,2.6569,9.4658,1.8394,0.43614,1.4493,-0.15741,0.56315,0.75595,1.2127,40075,1
2,2.633,9.4658,1.8522,0.28225,1.5713,-0.0071448,0.54037,0.75992,1.2127,40095,1
2,2.6327,9.4409,1.8286,-0.2474,1.6629,0.18118,0.55487,0.75198,1.2171,40134,1
2,2.5601,9.4152,1.7951,0.026062,1.7239,0.51864,0.55694,0.7877,1.2149,40153,1
2,2.5719,9.4392,1.7702,-0.23849,1.0831,0.62653,0.55072,0.77183,1.2083,40193,1
2,2.6084,9.4768,1.8045,-0.27352,-0.21358,0.44368,0.56522,0.7877,1.2215,40212,1
2,2.6206,9.4162,1.8174,-0.13163,-0.59497,0.4784,0.55072,0.75198,1.2193,40251,1
2,2.6326,9.4529,1.8163,-0.005927,-1.2052,0.48809,0.56108,0.77976,1.2127,40271,1
2,2.6687,9.5142,1.814,-0.24184,-1.7696,0.4592,0.56936,0.76587,1.2105,40290,1
2,2.7409,9.4781,1.8005,-0.1956,-1.2357,0.41767,0.5528,0.72619,1.2018,40310,1
2,2.7051,9.4297,1.8387,-0.16825,-0.18307,0.21651,0.56108,0.79167,1.2127,40329,1
2,2.6324,9.4037,1.7932,-0.063389,0.15256,-0.03171,0.55694,0.74603,1.2105,40349,1
2,2.6443,9.3548,1.7818,0.070135,0.18307,0.36902,0.57143,0.76984,1.2061,40388,1
2,2.6445,9.4406,1.8041,-0.066489,0.10679,0.59773,0.55487,0.72222,1.1974,40407,1
2,2.6323,9.4522,1.7802,-0.0090217,0.5492,0.33335,0.56315,0.78571,1.2193,40427,1
2,2.6324,9.4524,1.7922,-0.40329,0.091533,0.23069,0.5383,0.74603,1.2171,40446,1
2,2.6684,9.4769,1.7786,-0.19628,-0.2746,0.3835,0.56936,0.76587,1.2061,40486,1
2,2.6326,9.4041,1.8173,-0.22397,-1.5561,1.3524,0.5528,0.7619,1.1996,40505,1
2,2.6325,9.4039,1.8052,-0.30808,-1.5256,1.0691,0.56729,0.79365,1.2127,40544,1
2,2.6686,9.4286,1.8037,-0.29857,-1.8002,0.76021,0.55901,0.78373,1.2127,40564,1
2,2.6926,9.4042,1.7914,-0.31698,-1.7086,0.62408,0.57143,0.78373,1.2105,40583,1
2,2.7047,9.3921,1.7913,-0.45731,-1.5103,0.66781,0.55487,0.76786,1.1996,40603,1
2,2.7167,9.3679,1.7914,-0.18142,-1.2204,0.34227,0.55487,0.74206,1.2149,40622,1
2,2.7289,9.4048,1.8023,0.1514,-0.9611,0.50998,0.55694,0.75198,1.2018,40642,1
2,2.7167,9.3923,1.7909,0.051108,-0.74752,0.98655,0.57143,0.75794,1.2018,40661,1
2,2.7407,9.4044,1.7779,0.40024,-0.56445,1.1854,0.5735,0.78175,1.2127,40681,1
2,2.753,9.405,1.8016,0.43877,-0.21358,0.75863,0.57143,0.78571,1.2039,40700,1
2,2.6925,9.4405,1.7786,-0.059462,0.48818,0.94908,0.55072,0.7381,1.1996,40720,1
2,2.7527,9.4167,1.7773,0.39193,0,0.77025,0.56108,0.78175,1.2083,40739,1
2,2.7045,9.4285,1.7785,0.21058,0.10679,1.1159,0.56936,0.76389,1.2061,40759,1
2,2.7048,9.4411,1.8023,0.23975,-0.38139,1.0054,0.56936,0.78571,1.2171,40798,1
2,2.6927,9.441,1.8027,0.02235,-0.53394,1.1175,0.56936,0.79167,1.2018,40818,1
2,2.7047,9.4287,1.7905,-0.15696,-0.73227,0.78091,0.55072,0.73413,1.1952,40837,1
2,2.7165,9.3918,1.7668,-0.17314,-0.97635,0.75619,0.55694,0.71825,1.1952,40857,1
2,2.6923,9.4035,1.7553,-0.36126,-0.39664,0.76333,0.5735,0.74603,1.1952,40876,1
2,2.7043,9.428,1.7544,-0.14491,0.1373,0.59869,0.56936,0.78175,1.2083,40896,1
2,2.7044,9.4526,1.766,0.11482,0.10679,0.24994,0.56522,0.7619,1.2039,40935,1
2,2.7045,9.4528,1.778,0.16967,0.35088,-0.14508,0.56108,0.7619,1.2061,40954,1
2,2.6926,9.4286,1.7909,0.0086862,0.28986,-0.35013,0.55901,0.75595,1.2039,40993,1
