3,0.074455,9.5363,2.6836,1.9341,-0.38232,-1.4654,0.024291,0.60931,1.06,1051.9,1
3,0.074212,9.5359,2.6593,2.5186,-1.7128,-1.3257,0.044534,0.62146,1.0525,1071.5,1
3,-0.0093524,9.5707,2.6362,1.0039,0.18351,-0.87879,0.024291,0.59514,1.045,1091,1
3,0.060963,9.5812,2.5249,-0.91175,-1.0093,-0.64271,0.032389,0.59514,1.0475,1130.1,1
3,0.085379,9.5706,2.5855,5.2126,-0.32115,-0.4546,0.032389,0.60931,1.0475,1149.6,1
3,0.085986,9.596,2.6462,0.85247,-0.8564,-0.68185,0.026316,0.59919,1.045,1188.7,1
3,0.096422,9.6293,2.4993,0.87205,-1.4375,-0.25886,0.016194,0.60931,1.035,1208.2,1
3,0.1087,9.4976,2.537,-2.0893,-1.9269,-0.24044,0.044534,0.62955,1.0475,1247.3,1
3,0.097508,9.7399,2.608,2.7113,-0.24469,-0.46341,0.034413,0.62551,1.0425,1266.8,1
3,0.072989,9.5695,2.537,-2.3482,-0.48937,-0.049237,0.026316,0.56478,1.04,1305.8,1
3,0.12072,9.5943,2.548,0.88564,-0.13764,-0.43405,0.022267,0.59919,1.0525,1325.4,1
3,0.14538,9.5842,2.633,0.49993,-0.18351,-0.64371,0.026316,0.60121,1.04,1364.4,1
3,0.074698,9.5489,2.7079,0.31618,0.061171,-0.60552,0.052632,0.60121,1.0425,1384,1
3,0.085617,9.6314,2.6093,0.89843,0.47408,-0.68938,0.046559,0.62753,1.04,1423,1
3,0.060843,9.5689,2.5128,-1.3411,-0.2141,-0.6087,0.038462,0.60121,1.04,1442.6,1
3,0.10919,9.5347,2.5854,-1.1873,-0.25998,-0.57764,0.046559,0.62955,1.0475,1462.1,1
3,0.10907,9.4863,2.5737,-0.78915,0.87169,-0.65765,0.046559,0.59919,1.0475,1481.6,1
3,0.074572,9.5848,2.6953,-0.69334,0.33644,-0.2834,0.048583,0.62146,1.035,1520.7,1
3,0.24196,9.359,2.7674,-8.715,-0.65759,-1.4709,0.036437,0.61336,1.045,1540.2,1
3,-0.02357,9.5539,2.4049,6.0229,3.288,-0.74551,0.038462,0.61741,1.0375,1579.3,1
3,0.049319,9.4371,2.551,-2.8362,-0.2141,0.25228,0.038462,0.59919,1.045,1598.8,1
3,0.16833,9.5587,2.5474,-1.7377,1.1317,-0.38168,0.044534,0.63158,1.0525,1637.9,1
